0.0000000000000000E+00	4.8767114866297170E+03	3.5178472921223347E+03	7.0786785131205570E+03	-4.7425668566277350E+00	3.1339923420450893E+00	6.2006272828941302E+00	0.0000000000000000E+00	
3.0000000000000000E+01	4.7333667689886979E+03	3.6110824304577022E+03	7.2631163399103480E+03	-4.8130069936804167E+00	3.0817454178489112E+00	6.0953607305636028E+00	2.3424734552864931E-15	
6.0000000000000000E+01	4.5879746138389455E+03	3.7027560289426760E+03	7.4444087186451270E+03	-4.8790924197003172E+00	3.0298994357716880E+00	5.9909498815008337E+00	9.0095132895634347E-16	
9.0000000000000000E+01	4.4406629926301530E+03	3.7928809591361614E+03	7.6225829741409607E+03	-4.9410009022987662E+00	2.9785094892358686E+00	5.8875027314725328E+00	0.0000000000000000E+00	
1.2000000000000000E+02	4.2915545687083868E+03	3.8814716463086079E+03	7.7976694730138906E+03	-4.9989083951642517E+00	2.9276241413217052E+00	5.7851142251201013E+00	1.8019026579126869E-15	
1.5000000000000000E+02	4.1407667646904192E+03	3.9685438803341581E+03	7.9697012459455027E+03	-5.0529881987662790E+00	2.8772858776140717E+00	5.6838671742773279E+00	1.6217123921214182E-15	
1.8000000000000000E+02	3.9884118528823687E+03	4.0541146400823754E+03	8.1387136372964324E+03	-5.1034102610778298E+00	2.8275315524489577E+00	5.5838331611215910E+00	2.8830442526602993E-15	
2.1000000000000000E+02	3.8345970647469585E+03	4.1382019310383284E+03	8.3047439814690533E+03	-5.1503406046998874E+00	2.7783928238688254E+00	5.4850734169525595E+00	2.1622831894952244E-15	
2.4000000000000000E+02	3.6794247158273388E+03	4.2208246357552989E+03	8.4678313051768146E+03	-5.1939408671288172E+00	2.7298965736499055E+00	5.3876396695008211E+00	3.6038053158253742E-16	
2.7000000000000000E+02	3.5229923429252613E+03	4.3020023766493532E+03	8.6280160545928265E+03	-5.2343679414754325E+00	2.6820653096805667E+00	5.2915749534965002E+00	3.9641858474079113E-15	
3.0000000000000000E+02	3.3653928507015357E+03	4.3817553905754339E+03	8.7853398462163586E+03	-5.2717737056619427E+00	2.6349175487551295E+00	5.1969143807906697E+00	2.3424734552864931E-15	
3.3000000000000000E+02	3.2067146652140036E+03	4.4601044145768747E+03	8.9398452402048697E+03	-5.3063048289364758E+00	2.5884681785114516E+00	5.1036858676403067E+00	2.1622831894952244E-15	
3.6000000000000000E+02	3.0470418922300496E+03	4.5370705821706033E+03	9.0915755348646926E+03	-5.3381026454140903E+00	2.5427287977937030E+00	5.0119108178628977E+00	1.0811415947476122E-15	
3.9000000000000000E+02	2.8864544784461077E+03	4.6126753295158060E+03	9.2405745809684940E+03	-5.3673030852430532E+00	2.4977080351757341E+00	4.9216047614629339E+00	1.4415221263301497E-15	
4.2000000000000000E+02	2.7250283740153536E+03	4.6869403108115603E+03	9.3868866145667944E+03	-5.3940366548811403E+00	2.4534118457464338E+00	4.8327779490529839E+00	1.0811415947476122E-15	
4.5000000000000000E+02	2.5628356950271532E+03	4.7598873222765569E+03	9.5305561069796204E+03	-5.4184284588282647E+00	2.4098437865479201E+00	4.7454359029593371E+00	1.4415221263301497E-15	
4.8000000000000000E+02	2.3999448847990843E+03	4.8315382340791884E+03	9.6716276306876825E+03	-5.4405982559852646E+00	2.3670052712808403E+00	4.6595799263379565E+00	1.0811415947476122E-15	
5.1000000000000000E+02	2.2364208730353839E+03	4.9019149296074283E+03	9.8101457398874845E+03	-5.4606605445842948E+00	2.3248958050582722E+00	4.5752075719503909E+00	7.2076106316507483E-16	
5.4000000000000000E+02	2.0723252320764541E+03	4.9710392514931664E+03	9.9461548645279072E+03	-5.4787246703580417E+00	2.2835132001097147E+00	4.4923130724794671E+00	1.6217123921214182E-15	
5.7000000000000000E+02	1.9077163296138206E+03	5.0389329538341553E+03	1.0079699216704596E+04	-5.4948949532795579E+00	2.2428537734174205E+00	4.4108877344167929E+00	2.1622831894952244E-15	
6.0000000000000000E+02	1.7426494773758427E+03	5.1056176600868694E+03	1.0210822708351008E+04	-5.5092708288112595E+00	2.2029125273158749E+00	4.3309202976429280E+00	1.0811415947476122E-15	
6.3000000000000000E+02	1.5771770754028407E+03	5.1711148261349390E+03	1.0339568879229206E+04	-5.5219470001509157E+00	2.1636833141078049E+00	4.2523972628584641E+00	1.8019026579126869E-15	
6.6000000000000000E+02	1.4113487516282000E+03	5.2354457080695311E+03	1.0465980834288353E+04	-5.5330135984563826E+00	2.1251589857518511E+00	4.1753031890207772E+00	7.2076106316507483E-16	
6.9000000000000000E+02	1.2452114965657786E+03	5.2986313342494514E+03	1.0590101189522886E+04	-5.5425563484722087E+00	2.0873315296626704E+00	4.0996209629062665E+00	1.0811415947476122E-15	
7.2000000000000000E+02	1.0788097929752410E+03	5.3606924812396901E+03	1.0711972025525360E+04	-5.5506567373731901E+00	2.0501921916373336E+00	4.0253320428584916E+00	1.2613318605388809E-15	
7.5000000000000000E+02	9.1218574043722901E+02	5.4216496532568690E+03	1.0831634847989390E+04	-5.5573921849862868E+00	2.0137315868858545E+00	3.9524166787055250E+00	1.4415221263301497E-15	
7.8000000000000000E+02	7.4537917482071055E+02	5.4815230647789813E+03	1.0949130554476407E+04	-5.5628362138566709E+00	1.9779398001010033E+00	3.8808541097401057E+00	2.1622831894952244E-15	
8.1000000000000000E+02	5.7842778266684661E+02	5.5403326260039057E+03	1.1064499406815396E+04	-5.5670586178899315E+00	1.9428064754553411E+00	3.8106227425579444E+00	1.0811415947476122E-15	
8.4000000000000000E+02	4.1136721054817235E+02	5.5980979308673486E+03	1.1177781008556904E+04	-5.5701256285341092E+00	1.9083208973636787E+00	3.7417003104465283E+00	2.5226637210777619E-15	
8.7000000000000000E+02	2.4423116948988564E+02	5.6548382473549873E+03	1.1289014286951940E+04	-5.5721000776660956E+00	1.8744720627978879E+00	3.6740640159114286E+00	2.7028539868690306E-15	
9.0000000000000000E+02	7.7051534562452829E+01	5.7105725098666353E+03	1.1398237478972371E+04	-5.5730415565199669E+00	1.8412487458896580E+00	3.6076906578217853E+00	1.8019026579126869E-15	
9.3000000000000000E+02	-9.0141560227666886E+01	5.7653193134114126E+03	1.1505488120932358E+04	-5.5730065701434262E+00	1.8086395555059827E+00	3.5425567445528974E+00	1.2613318605388809E-15	
9.6000000000000000E+02	-2.5731963160893588E+02	5.8190969094327875E+03	1.1610803041310061E+04	-5.5720486869953971E+00	1.7766329864327097E+00	3.4786385944029732E+00	1.8019026579126871E-16	
9.9000000000000000E+02	-4.2445576112708790E+02	5.8719232030806561E+03	1.1714218356405869E+04	-5.5702186834055194E+00	1.7452174647536953E+00	3.4159124244639778E+00	1.0811415947476122E-15	
1.0200000000000000E+03	-5.9152451348173236E+02	5.9238157517645122E+03	1.1815769468507255E+04	-5.5675646827072844E+00	1.7143813879674472E+00	3.3543544290337879E+00	1.8019026579126869E-15	
1.0500000000000000E+03	-7.5850185895557809E+02	5.9747917648375305E+03	1.1915491066261722E+04	-5.5641322889330214E+00	1.6841131603398014E+00	3.2939408485690373E+00	9.0095132895634347E-16	
1.0800000000000000E+03	-9.2536509977225683E+02	6.0248681042754824E+03	1.2013417126987943E+04	-5.5599647150224190E+00	1.6544012239502270E+00	3.2346480300951623E+00	2.8830442526602993E-15	
1.1100000000000000E+03	-1.0920928002181072E+03	6.0740612862277776E+03	1.2109580920681745E+04	-5.5551029055490879E+00	1.6252340858509824E+00	3.1764524799126059E+00	2.1622831894952244E-15	
1.1400000000000000E+03	-1.2586647203640730E+03	6.1223874833297596E+03	1.2204015015497311E+04	-5.5495856540125690E+00	1.5966003417224037E+00	3.1193309093656354E+00	1.2613318605388809E-15	
1.1700000000000000E+03	-1.4250617532258268E+03	6.1698625276765615E+03	1.2296751284506192E+04	-5.5434497147783111E+00	1.5684886963742668E+00	3.0632602743728978E+00	1.9820929237039557E-15	
1.2000000000000000E+03	-1.5912658652031748E+03	6.2165019143686804E+03	1.2387820913556801E+04	-5.5367299097758229E+00	1.5408879814120995E+00	3.0082178093564020E+00	3.6038053158253742E-16	
1.2300000000000000E+03	-1.7572600396433986E+03	6.2623208055487084E+03	1.2477254410074891E+04	-5.5294592300872818E+00	1.5137871703587364E+00	2.9541810561479611E+00	9.0095132895634347E-16	
1.2600000000000000E+03	-1.9230282233774597E+03	6.3073340348568418E+03	1.2565081612662723E+04	-5.5216689325755643E+00	1.4871753914949053E+00	2.9011278883990008E+00	1.9820929237039557E-15	
1.2900000000000000E+03	-2.0885552760826436E+03	6.3515561122404342E+03	1.2651331701368910E+04	-5.5133886317132221E+00	1.4610419386583908E+00	2.8490365319707638E+00	1.0811415947476122E-15	
1.3200000000000000E+03	-2.2538269223302159E+03	6.3950012290596342E+03	1.2736033208515270E+04	-5.5046463867827109E+00	1.4353762802189209E+00	2.7978855817371731E+00	1.2613318605388809E-15	
1.3500000000000000E+03	-2.4188297061818203E+03	6.4376832634373841E+03	1.2819214029978793E+04	-5.4954687846241095E+00	1.4101680664255249E+00	2.7476540151915430E+00	9.0095132895634347E-16	
1.3800000000000000E+03	-2.5835509482038101E+03	6.4796157858077113E+03	1.2900901436838440E+04	-5.4858810181097377E+00	1.3854071353043398E+00	2.6983212032108623E+00	1.4415221263301497E-15	
1.4100000000000000E+03	-2.7479787047739387E+03	6.5208120646211710E+03	1.2981122087306159E+04	-5.4759069605263102E+00	1.3610835172677829E+00	2.6498669182971084E+00	1.0811415947476122E-15	
1.4400000000000000E+03	-2.9121017295603933E+03	6.5612850721711329E+03	1.3059902038870989E+04	-5.4655692360447405E+00	1.3371874385803972E+00	2.6022713405838802E+00	0.0000000000000000E+00	
1.4700000000000000E+03	-3.0759094370584839E+03	6.6010474905085321E+03	1.3137266760593118E+04	-5.4548892864558107E+00	1.3137093238124757E+00	2.5555150618682170E+00	1.6217123921214182E-15	
1.5000000000000000E+03	-3.2393918680755492E+03	6.6401117174165247E+03	1.3213241145492280E+04	-5.4438874343467525E+00	1.2906397973996511E+00	2.5095790879016713E+00	1.0811415947476122E-15	
1.5300000000000000E+03	-3.4025396570599714E+03	6.6784898724198629E+03	1.3287849522981294E+04	-5.4325829428900132E+00	1.2679696844148585E+00	2.4644448391512230E+00	1.6217123921214182E-15	
1.5600000000000000E+03	-3.5653440011750586E+03	6.7161938028068498E+03	1.3361115671302037E+04	-5.4209940724107479E+00	1.2456900106484798E+00	2.4200941502193820E+00	3.6038053158253742E-16	
1.5900000000000000E+03	-3.7277966310237148E+03	6.7532350896443832E+03	1.3433062829925942E+04	-5.4091381338944702E+00	1.2237920020827149E+00	2.3765092680934674E+00	3.6038053158253742E-16	
1.6200000000000000E+03	-3.8898897829343769E+03	6.7896250537691285E+03	1.3503713711886379E+04	-5.3970315395907500E+00	1.2022670838375238E+00	2.3336728493766774E+00	2.7028539868690306E-15	
1.6500000000000000E+03	-4.0516161727233721E+03	6.8253747617400340E+03	1.3573090516014441E+04	-5.3846898508631531E+00	1.1811068786575067E+00	2.2915679566376457E+00	1.8019026579126871E-16	
1.6800000000000000E+03	-4.2129689708533051E+03	6.8604950317393223E+03	1.3641214939053481E+04	-5.3721278234294854E+00	1.1603032050019018E+00	2.2501780540009420E+00	9.0095132895634347E-16	
1.7100000000000000E+03	-4.3739417789112149E+03	6.8949964394109675E+03	1.3708108187631422E+04	-5.3593594501306203E+00	1.1398480747933819E+00	2.2094870020880379E+00	2.1622831894952244E-15	
1.7400000000000000E+03	-4.5345286073344205E+03	6.9288893236271124E+03	1.3773790990072792E+04	-5.3463980013599528E+00	1.1197336908754600E+00	2.1694790524065550E+00	5.4057079737380610E-16	
1.7700000000000000E+03	-4.6947238543156755E+03	6.9621837921744300E+03	1.3838283608035190E+04	-5.3332560632795563E+00	1.0999524442230011E+00	2.1301388412751190E+00	1.8019026579126869E-15	
1.8000000000000000E+03	-4.8545222858232146E+03	6.9948897273535831E+03	1.3901605847957611E+04	-5.3199455739433272E+00	1.0804969109455300E+00	2.0914513833616044E+00	1.8019026579126869E-15	
1.8300000000000000E+03	-5.0139190166744438E+03	7.0270167914861140E+03	1.3963777072309922E+04	-5.3064778574414255E+00	1.0613598491187419E+00	2.0534020649040077E+00	1.8019026579126869E-15	
1.8600000000000000E+03	-5.1729094926057123E+03	7.0585744323241297E+03	1.4024816210635032E+04	-5.2928636561747497E+00	1.0425341954756859E+00	2.0159766366754566E+00	1.0811415947476122E-15	
1.8900000000000000E+03	-5.3314894732835282E+03	7.0895718883589388E+03	1.4084741770376819E+04	-5.2791131613627158E+00	1.0240130619856025E+00	1.9791612067479307E+00	1.8019026579126869E-15	
1.9200000000000000E+03	-5.4896550162057556E+03	7.1200181940257089E+03	1.4143571847488596E+04	-5.2652360418822735E+00	1.0057897323452329E+00	1.9429422331030033E+00	3.6038053158253742E-16	
1.9500000000000000E+03	-5.6474024614441360E+03	7.1499221848018033E+03	1.4201324136818124E+04	-5.2512414715308839E+00	9.8785765840456252E-01	1.9073065161322862E+00	1.6217123921214182E-15	
1.9800000000000000E+03	-5.8047284171820911E+03	7.1792925021971787E+03	1.4258015942266491E+04	-5.2371381548014879E+00	9.7021045654641624E-01	1.8722411910652366E+00	1.6217123921214182E-15	
2.0100000000000000E+03	-5.9616297460046062E+03	7.2081375986356688E+03	1.4313664186719101E+04	-5.2229343512525253E+00	9.5284190403700797E-01	1.8377337203574180E+00	0.0000000000000000E+00	
2.0400000000000000E+03	-6.1181035518990420E+03	7.2364657422265664E+03	1.4368285421748127E+04	-5.2086378985517303E+00	9.3574593536249995E-01	1.8037718860682503E+00	1.8019026579126871E-16	
2.0700000000000000E+03	-6.2741471679283341E+03	7.2642850214262198E+03	1.4421895837086471E+04	-5.1942562342680612E+00	9.1891663856474814E-01	1.7703437822536341E+00	1.8019026579126871E-16	
2.1000000000000000E+03	-6.4297581445400583E+03	7.2916033495899001E+03	1.4474511269873939E+04	-5.1797964164820058E+00	9.0234825158776888E-01	1.7374378073955536E+00	7.2076106316507483E-16	
2.1300000000000000E+03	-6.5849342384769125E+03	7.3184284694142743E+03	1.4526147213677219E+04	-5.1652651432806076E+00	8.8603515864496052E-01	1.7050426568878503E+00	3.6038053158253742E-16	
